"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Remarks","Bird_seen","Playback_used"
"576623","Psarocolius","montezuma","","Montezuma Oropendola","Okamoto Keita Sin","Costa Rica","La Selva, Heredia",10.4295,-84.0095,"Song","//www.xeno-canto.org/576623/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/576623","A","08:18","2019-01-01","80","XC576623-Oropendola, Montezuma_2019-01-01_0818_Costa-Rica_La-Selva.mp3","//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC576623-small.png","//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC576623-med.png","//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC576623-large.png","//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC576623-full.png","0:38","2020-07-17","","yes","no"
"518328","Psarocolius","montezuma","","Montezuma Oropendola","Hans Matheve","Costa Rica","Arenal Volcano NP (Peninsula sector), Alajuela",10.469,-84.7583,"song","//www.xeno-canto.org/518328/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/518328","A","?","2019-02-03","600","XC518328-Montezuma Oropendola (song, Costa Rica, Arenal, feb2019, 1).mp3","//www.xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC518328-small.png","//www.xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC518328-med.png","//www.xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC518328-large.png","//www.xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC518328-full.png","0:28","2020-01-07","","unknown","unknown"
"511058","Psarocolius","montezuma","","Montezuma Oropendola","Yoann Blanchon","Costa Rica","Arenal Volcano National Park, San Carlos, Provincia de Alajuela",10.4663,-84.7419,"call, song","//www.xeno-canto.org/511058/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/511058","A","14:30","2017-11-15","550","XC511058-171115-213112_Psarocolius montezuma_YB.mp3","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC511058-small.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC511058-med.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC511058-large.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC511058-full.png","0:27","2019-12-08","SennheiserME66-K6/ZOOM H2n ; High Pass Filter 100Hz 6db","yes","no"
"507533","Psarocolius","montezuma","","Montezuma Oropendola","Beatrix Saadi-Varchmin","Costa Rica","Réserve Biologique Tirimbina, Sarapiquí, Costa Rica",10.4157,-84.1209,"song","//www.xeno-canto.org/507533/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/507533","A","16:19","2015-02-25","160","XC507533-MONTEZUMA OROPENDULA    u. ... 25.02.2016  Tirimbina  16_19   VOC_150225-2081.mp3","//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC507533-small.png","//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC507533-med.png","//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC507533-large.png","//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC507533-full.png","1:05","2019-11-20","","yes","no"
"446728","Psarocolius","montezuma","","Montezuma Oropendola","Alain Malengreau","Costa Rica","San Miguel, Provincia de Alajuela",10.2673,-84.1583,"song","//www.xeno-canto.org/446728/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/446728","A","05:30","2018-11-28","1000","XC446728-Psarocolius montezuma 1811281SA.mp3","//www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/ffts/XC446728-small.png","//www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/ffts/XC446728-med.png","//www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/ffts/XC446728-large.png","//www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/ffts/XC446728-full.png","0:03","2018-12-20","ME66 & ZOOMH5N","yes","unknown"
"411361","Psarocolius","montezuma","","Montezuma Oropendola","Frank Lambert","Costa Rica","Rancho Naturalista",9.832,-83.5639,"call","//www.xeno-canto.org/411361/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/411361","A","09:07","2016-12-09","950","XC411361-Psarocolius_montezuma-FL calls Rancho Naturalista  9Dec16 9.07am LS111409a.mp3","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411361-small.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411361-med.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411361-large.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411361-full.png","0:42","2018-04-18","","yes","no"
"406290","Psarocolius","montezuma","","Montezuma Oropendola","George Paul","Costa Rica","La Selva Biological Station",10.4295,-84.0095,"contact call between males and females, editorial comments by Theodore Parker II","//www.xeno-canto.org/406290/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/406290","A","16:30","1989-02-19","60","XC406290-MontezumaandTed.mp3","//www.xeno-canto.org/sounds/uploaded/OVJQNPRFAB/ffts/XC406290-small.png","//www.xeno-canto.org/sounds/uploaded/OVJQNPRFAB/ffts/XC406290-med.png","//www.xeno-canto.org/sounds/uploaded/OVJQNPRFAB/ffts/XC406290-large.png","//www.xeno-canto.org/sounds/uploaded/OVJQNPRFAB/ffts/XC406290-full.png","3:25","2018-03-17","Recording of contact calls between males and females, described as a ""conversation"" among the birds.  Advertising call.  Appended to the recording is a conversation among Theodore Parker III, Mickey Willis, and myself discussing the first part of this same recording.  Ted, Mickey and I were listening to this recording in my parents' living room in Baton Rouge, Louisiana, while I recorded our conversation discussing it.  I was explaining certain things to Mickey, and Ted was explaining certain things to both Mickey and myself. 

The recording was made using a Marantz tape cassette recorder and a Sennheiser electret microphone, by a stream under a large tree, where several birds were perched and hopping around.  I have long been fascinated by the fairy-like voices of the birds on this recording, who were conversing and occasionally erupting into the famous, explosive song of the Icterid.","yes","no"
"403300","Psarocolius","montezuma","","Montezuma Oropendola","Scott Olmstead","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia",10.4305,-84.0063,"call","//www.xeno-canto.org/403300/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/403300","A","13:45","2017-07-13","60","XC403300-2017-07-13-Montezuma Oropendola 2flock calls-CR-SOlmstead.mp3","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403300-small.png","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403300-med.png","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403300-large.png","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403300-full.png","1:12","2018-02-23","Calls from a large flock of Montezuma Oropendolas moving through the middle level of tall secondary forest along the river foraging in bromeliads. A few Chestnut-headed Oropendolas were mixed in but their calls are not evident on this cut.","yes","no"
"403299","Psarocolius","montezuma","","Montezuma Oropendola","Scott Olmstead","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia",10.4305,-84.0063,"call","//www.xeno-canto.org/403299/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/403299","A","13:20","2017-07-13","60","XC403299-2017-07-13-Montezuma Oropendola 1calls-CR-SOlmstead.mp3","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403299-small.png","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403299-med.png","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403299-large.png","//www.xeno-canto.org/sounds/uploaded/DABODLPUPA/ffts/XC403299-full.png","0:24","2018-02-23","Calls from one individual from a large flock of oropendolas moving through the middle level of the forest along the river foraging in bromeliads.","yes","no"
"364030","Psarocolius","montezuma","","Montezuma Oropendola","Johan Chaves","Costa Rica","Maquenque lodge, Boca Tapada, Provincia de Heredia",10.6821,-84.2054,"song","//www.xeno-canto.org/364030/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/364030","A","16:00","2017-04-08","30","XC364030-Montezuma oropendola Johan.mp3","//www.xeno-canto.org/sounds/uploaded/XKJTIUSQNM/ffts/XC364030-small.png","//www.xeno-canto.org/sounds/uploaded/XKJTIUSQNM/ffts/XC364030-med.png","//www.xeno-canto.org/sounds/uploaded/XKJTIUSQNM/ffts/XC364030-large.png","//www.xeno-canto.org/sounds/uploaded/XKJTIUSQNM/ffts/XC364030-full.png","0:20","2017-04-12","single bird displaying typical pendulum and calling.","yes","no"
"338714","Psarocolius","montezuma","","Montezuma Oropendola","Guillermo Funes","Costa Rica","Parque del Este. Montes de Oca, San José",9.9437,-84.0095,"Like a branch being broken, song","//www.xeno-canto.org/338714/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/338714","A","10:30","2016-10-09","1400","XC338714-Psarocolius monctezuma 10 oct 2016 Parque del Este 10 20 am_1524.mp3","//www.xeno-canto.org/sounds/uploaded/TUSYQQCXTQ/ffts/XC338714-small.png","//www.xeno-canto.org/sounds/uploaded/TUSYQQCXTQ/ffts/XC338714-med.png","//www.xeno-canto.org/sounds/uploaded/TUSYQQCXTQ/ffts/XC338714-large.png","//www.xeno-canto.org/sounds/uploaded/TUSYQQCXTQ/ffts/XC338714-full.png","0:47","2016-10-20","Amplified recording. Recording says oct 10 but was sunday oct 9","yes","no"
"278878","Psarocolius","montezuma","","Montezuma Oropendola","Ben Turney","Costa Rica","La Fortuna, San Carlos, Alajuela",10.4676,-84.7377,"call","//www.xeno-canto.org/278878/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/278878","A","12:00","2015-02-11","600","XC278878-Montezume Oropendola Isolated Birdcall.mp3","//www.xeno-canto.org/sounds/uploaded/ZRXBDXCSRE/ffts/XC278878-small.png","//www.xeno-canto.org/sounds/uploaded/ZRXBDXCSRE/ffts/XC278878-med.png","//www.xeno-canto.org/sounds/uploaded/ZRXBDXCSRE/ffts/XC278878-large.png","//www.xeno-canto.org/sounds/uploaded/ZRXBDXCSRE/ffts/XC278878-full.png","0:21","2015-09-13","","no","unknown"
"274470","Psarocolius","montezuma","","Montezuma Oropendola","Peter Boesman","Costa Rica","area around Kiri lodge near Tapantí NP, Cartago",9.6448,-83.7717,"song","//www.xeno-canto.org/274470/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/274470","A","10:30","2010-03-16","1200","XC274470-868 Montezuma Oropendola 1 song.mp3","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274470-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274470-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274470-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274470-full.png","0:28","2015-08-27","","unknown","unknown"
"274124","Psarocolius","montezuma","","Montezuma Oropendola","Peter Boesman","Costa Rica","area around Kiri lodge near Tapantí NP, Cartago",9.6448,-83.7717,"song","//www.xeno-canto.org/274124/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/274124","A","11:20","2010-03-16","1200","XC274124-868 Montezuma Oropendola 2 song.mp3","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274124-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274124-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274124-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274124-full.png","0:37","2015-08-27","(Background: Clay-coloured Thrush, Rufous-collared Sparrow)","unknown","unknown"
"140619","Psarocolius","montezuma","","Montezuma Oropendola","Fernand DEROUSSEN","Costa Rica","Colorado, Sarapiqui, Limon",10.5715,-83.5207,"song","//www.xeno-canto.org/140619/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/140619","A","08:00","1997-11-25","20","XC140619-1997112528 Psarocolius montezuma_F Deroussen.mp3","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140619-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140619-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140619-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140619-full.png","0:49","2013-06-29","","yes","no"
"106662","Psarocolius","montezuma","","Montezuma Oropendola","Mike Nelson","Costa Rica","Finca Oro, Orosi",9.7989,-83.8309,"song","//www.xeno-canto.org/106662/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/106662","A","1:00pm","2012-06-08","1300","MontezumaOropendolaCR2.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106662-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106662-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106662-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106662-full.png","1:12","2012-08-02","such an amazing song img:http://www.flickr.com/photos/madbirder/7694208640/in/photostream/","yes","no"
"106661","Psarocolius","montezuma","","Montezuma Oropendola","Mike Nelson","Costa Rica","Finca Oro, Orosi",9.7989,-83.8309,"song","//www.xeno-canto.org/106661/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/106661","A","1:00pm","2012-06-08","1300","MontezumaOropendolaCR1.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106661-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106661-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106661-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106661-full.png","0:41","2012-08-02","such an amazing song img:http://www.flickr.com/photos/madbirder/7694208640/in/photostream/","yes","no"
"62764","Psarocolius","montezuma","","Montezuma Oropendola","Patrice Adret","Costa Rica","Puerto Viejo, Limon, Costa Rica",9.638,-82.715,"song","//www.xeno-canto.org/62764/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/62764","A","15:00","2009-08-09","25","Montezuma oropendola.mp3","//www.xeno-canto.org/sounds/uploaded/LWUNWNGTQN/ffts/XC62764-small.png","//www.xeno-canto.org/sounds/uploaded/LWUNWNGTQN/ffts/XC62764-med.png","//www.xeno-canto.org/sounds/uploaded/LWUNWNGTQN/ffts/XC62764-large.png","//www.xeno-canto.org/sounds/uploaded/LWUNWNGTQN/ffts/XC62764-full.png","1:16","2010-09-29","Bird displaying high up in a tree. Filmed event.","unknown","unknown"
"568139","Psarocolius","montezuma","","Montezuma Oropendola","Brendan Sloan","Costa Rica","Hotel Quelitales Cartago",NA,NA,"call","//www.xeno-canto.org/568139/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/568139","B","12:00","2020-03-10","1250 masl approx","XC568139-R188 Montezuma Oropondola.mp3","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568139-small.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568139-med.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568139-large.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568139-full.png","0:11","2020-06-13","","yes","no"
"497926","Psarocolius","montezuma","","Montezuma Oropendola","Guy Kirwan","Costa Rica","La Selva Biological Station",10.4295,-84.0095,"call","//www.xeno-canto.org/497926/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/497926","B","15:45","2019-07-19","60","XC497926-190720_09_Montezuma Oropendola_La Selva OTS station, Costa Rica_19 July 2019.mp3","//www.xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC497926-small.png","//www.xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC497926-med.png","//www.xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC497926-large.png","//www.xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC497926-full.png","1:30","2019-09-18","Foraging group (c. 30) with 4 Collared Aracari.","yes","no"
"489488","Psarocolius","montezuma","","Montezuma Oropendola","GABRIEL LEITE","Costa Rica","Arenal Observatory Lodge, Fortuna, Costa Rica",10.4347,-84.7095,"call","//www.xeno-canto.org/489488/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/489488","B","08:00","2019-07-16","750","XC489488-Psarocolius montezuma_Arenal_1014.mp3","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489488-small.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489488-med.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489488-large.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489488-full.png","0:25","2019-07-30","","yes","no"
"453817","Psarocolius","montezuma","","Montezuma Oropendola","Will Sweet","Costa Rica","University of Georgia, Costa Rica",10.2828,-84.798,"call, song","//www.xeno-canto.org/453817/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/453817","B","14:00","2017-09-06","1100","XC453817-Montezuma Oropendula (online-audio-converter.com).mp3","//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453817-small.png","//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453817-med.png","//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453817-large.png","//www.xeno-canto.org/sounds/uploaded/BVEAKEMWVN/ffts/XC453817-full.png","0:19","2019-01-26","","yes","no"
"411362","Psarocolius","montezuma","","Montezuma Oropendola","Frank Lambert","Costa Rica","Rancho Naturalista",9.832,-83.5639,"call","//www.xeno-canto.org/411362/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/411362","B","10:35","2016-12-08","950","XC411362-Psarocolius_montezuma-FL X calls Rancho Naturalista 8Dec16 10.35am LS111401b.mp3","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411362-small.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411362-med.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411362-large.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411362-full.png","0:26","2018-04-18","","no","no"
"401756","Psarocolius","montezuma","","Montezuma Oropendola","Yoann Blanchon","Costa Rica","Réserve Biologique Tirimbina, Sarapiquí, Costa Rica",10.4157,-84.1209,"song","//www.xeno-canto.org/401756/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/401756","B","15:00","2017-11-12","160","XC401756-171112-221431_Psarocolius montezuma.mp3","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC401756-small.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC401756-med.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC401756-large.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC401756-full.png","0:04","2018-02-04","SennheiserME66-K6/ZOOM H2n","yes","no"
"399227","Psarocolius","montezuma","","Montezuma Oropendola","Yoann Blanchon","Costa Rica","Rio Macho Lodge, Orosi",9.7672,-83.8447,"song","//www.xeno-canto.org/399227/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/399227","B","07:00","2017-11-09","1200","XC399227-171109-000218_Psarocolius montezuma.mp3","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399227-small.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399227-med.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399227-large.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399227-full.png","0:24","2018-01-14","SennheiserME66-K6/ZOOM H2n ; High Pass Filter 1500Hz 6db","yes","no"
"399226","Psarocolius","montezuma","","Montezuma Oropendola","Yoann Blanchon","Costa Rica","Rio Macho Lodge, Orosi",9.7672,-83.8447,"song","//www.xeno-canto.org/399226/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/399226","B","06:00","2017-11-09","1200","XC399226-171108-231417_Psarocolius montezuma.mp3","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399226-small.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399226-med.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399226-large.png","//www.xeno-canto.org/sounds/uploaded/OYXLQBTHRH/ffts/XC399226-full.png","0:29","2018-01-14","SennheiserME66-K6/ZOOM H2n ; High Pass Filter 1500Hz 6db","yes","no"
"166437","Psarocolius","montezuma","","Montezuma Oropendola","Mike Nelson","Costa Rica","Rancho Naturalista",9.832,-83.5639,"song","//www.xeno-canto.org/166437/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/166437","B","10:00","2014-01-09","950","XC166437-Montezuma OropendolaRN12014.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166437-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166437-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166437-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166437-full.png","0:02","2014-02-07","","yes","no"
"106493","Psarocolius","montezuma","","Montezuma Oropendola","Mike Nelson","Costa Rica","La Tirimbina Lodge",10.417,-84.1248,"call","//www.xeno-canto.org/106493/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/106493","B","3:45pm","2012-07-11","150","GreyheadedChachalacaCR2.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106493-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106493-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106493-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106493-full.png","0:20","2012-07-30","Several birds seen around the lodge, these were perched up high during a light rain with some Collared Aracari and Black-mandibled Toucans, might be a Purple-throated Fruitcrow call at the end but not sure.","yes","no"
"93499","Psarocolius","montezuma","","Montezuma Oropendola","Tom Stevens","Costa Rica","TCU Research Station",10.2501,-84.5501,"Song","//www.xeno-canto.org/93499/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/93499","B","14:00","2011-05-21","750","mo3.mp3","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC93499-small.png","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC93499-med.png","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC93499-large.png","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC93499-full.png","0:16","2012-01-26","forest edge near colony","unknown","unknown"
"92854","Psarocolius","montezuma","","Montezuma Oropendola","Tom Stevens","Costa Rica","TCU Research Station",10.2501,-84.5501,"Song","//www.xeno-canto.org/92854/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/92854","B","16:30","2011-03-15","700","mo.mp3","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC92854-small.png","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC92854-med.png","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC92854-large.png","//www.xeno-canto.org/sounds/uploaded/IOGJYLJODK/ffts/XC92854-full.png","0:03","2012-01-14","forest edge near colony","unknown","unknown"
"57008","Psarocolius","montezuma","","Montezuma Oropendola","Ryan P. O'Donnell","Costa Rica","CATIE campus, Turrialba",9.89,-83.654,"song","//www.xeno-canto.org/57008/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/57008","B","05:15","2010-03-11","?","04 Montezuma Oropendola edited.mp3","//www.xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC57008-small.png","//www.xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC57008-med.png","//www.xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC57008-large.png","//www.xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC57008-full.png","0:16","2010-06-30","Many unknown background species.","yes","no"
"15547","Psarocolius","montezuma","","Montezuma Oropendola","Don Jones","Costa Rica","La Selva, Sarapiqui, Heredia",10.4314,-84.039,"call","//www.xeno-canto.org/15547/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/15547","B","?","1993-12-07","?","montezumaoropendula.mp3","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15547-small.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15547-med.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15547-large.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15547-full.png","0:38","2008-11-20","","unknown","unknown"
"10931","Psarocolius","montezuma","","Montezuma Oropendola","Rolf A. de By","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia",10.4305,-84.0063,"song","//www.xeno-canto.org/10931/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/10931","B","11:35","1988-04-01","60","montezuma_oropendola_rdb.mp3","//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC10931-small.png","//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC10931-med.png","//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC10931-large.png","//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC10931-full.png","0:07","2008-11-20","All my CR recordings 1988 were made with a Sony TCM-3 tape recorder, before crumbling up these were digitally remastered in 2007.","unknown","unknown"
